Study Hours per Week,Attendance Rate,Major,High School GPA,Extracurricular Activities,Part-Time Job,Library Usage per Week,Online Coursework Engagement,Sleep Hours per Night,College GPA
24.13,58.49,Engineering,3.63,2,Yes,0.41,11.43,4.73,2.86
33.24,95.12,Business,3.18,2,No,14.58,8.95,6.74,3.17
7.54,56.17,Arts,2.56,1,No,14.42,4.88,5.62,1.72
1.06,67.89,Engineering,4,2,Yes,11.16,2.85,6.69,1.9
12.53,60.86,Arts,3.84,3,No,19.7,2.08,,2.02
38.88,91.3,Engineering,3.38,1,No,4.78,1.56,5.99,2.83
24.61,95.42,Arts,2.59,3,Yes,10.32,9.28,,2.84
8.9,,Science,2.07,0,Yes,7.57,4.55,5.07,1.96
39.59,73.04,Business,3.04,1,No,5.2,11.1,6.51,3.22
19.56,60.95,Arts,3.55,4,No,9.39,2.26,5.57,2.14
8.24,59.57,Arts,2.65,0,Yes,19.23,0.03,10,1.47
34.48,81.94,Science,3.74,0,No,3.66,4.86,6.49,2.94
26.54,,Science,3.56,3,No,19.85,12.76,,3.15
9.7,77.93,Business,3.77,3,Yes,11.13,8.44,4.4,2.53
30.83,93.07,Engineering,3.08,3,No,9.29,3.27,4.38,2.69
23.64,97.57,Arts,3.22,3,No,2.07,2.04,7.1,2.51
1.16,95.25,Engineering,2.62,0,No,8.54,0.11,9.61,1.64
35.2,61.97,Engineering,3.35,0,Yes,12.41,7.46,8.36,2.83
23.01,70.98,Arts,2.08,3,Yes,5.41,0.79,9.82,1.86
15.52,78.37,Science,2.35,4,No,10.64,3.05,,1.96
17.79,74.44,Business,2.91,2,No,12.76,8.33,7.32,2.47
35.99,62.79,Science,3.78,0,No,1.34,0.67,5.3,2.52
24.97,,Engineering,3.13,0,Yes,2.29,3.45,4.21,2.26
31.86,,Science,3.5,3,No,4.6,0.2,6.01,2.32
38.84,78.35,Business,3.41,1,No,2.31,8,5.22,3.14
38.22,77.85,Science,2.2,1,No,4.71,1.9,9.76,2.41
19.68,86.25,Science,2.15,4,No,5.49,0.89,4.22,1.95
13.19,61.99,,3.21,3,No,9.24,5.53,4.26,2.12
15,,Science,3.8,1,Yes,11.53,10.74,9.29,3.01
8.44,60.61,Science,3.31,1,No,2.24,12.93,4.68,2.51
32.99,84.25,Engineering,2.43,4,No,10.28,11.55,,3.04
18.38,80.34,Arts,2.49,2,Yes,3.38,2.74,8.09,2.07
20,54.93,Arts,3.35,3,Yes,16.99,10.96,6.15,2.62
4.96,59.64,Arts,3.78,1,No,15.99,5.15,8.42,2.01
36.83,90.88,Science,2.41,4,No,9.3,2.86,6.13,2.62
8.08,,Engineering,3.54,3,Yes,1.96,9.46,7.78,2.68
15.12,71.56,,2.98,0,Yes,7.5,4.5,9.18,2.14
14.56,,Arts,3.56,0,Yes,14.27,0.04,5.84,2.22
34.89,50.09,Arts,2.4,2,No,13.42,12.4,4.32,2.8
6.12,77.48,Science,3.74,3,No,17.16,2.97,,2.06
32.81,,Engineering,3.22,2,No,12.8,3.64,4.15,2.79
21.09,79.95,Arts,2.73,4,Yes,19.99,6.33,7.08,2.43
11.67,92.73,Business,3.41,2,Yes,4.77,10.39,9.61,2.76
28.23,59.27,Arts,3.37,1,Yes,0.33,5.37,9.44,2.5
7.08,63.09,Business,2.44,4,No,13.82,14.95,4.59,2.41
39.05,54.64,Science,2,0,Yes,16.67,9.37,,2.65
0.1,54.83,Engineering,2.1,3,No,5.85,1.68,7.79,1.19
11.64,85.25,Arts,3.92,1,No,17.84,6.28,6.06,2.54
11.3,54.4,Science,3.04,2,Yes,11.58,9.16,5.89,2.2
15.74,86.92,Business,2.88,0,No,8,,5.97,2.96
5.66,87.45,Engineering,2.69,1,No,1.78,10.94,4.03,2.42
34.98,53.06,Science,3.75,4,No,6.6,11.22,,3.09
15.14,55.82,Engineering,3.34,2,No,6.41,7.88,5.44,2.3
26.34,65.36,,3.8,4,No,17.31,13.96,7.91,3.19
15.16,53.22,Engineering,2.4,1,Yes,4.07,0.93,9.65,1.57
33.48,90.81,Business,3.29,3,No,10.82,8.19,8.29,3.11
26.3,73.12,Business,3.81,4,No,7.28,3.26,,2.56
5.48,,Arts,3.11,3,No,15.54,1.09,5.41,1.49
3.74,88.17,Arts,2.5,2,Yes,1.49,13.82,4.81,2.52
29.92,70.78,Arts,2.51,1,No,10.67,13.7,6.3,3
25.94,71.97,Business,2.72,4,Yes,12.81,,4.72,2.51
9.37,,Science,3.67,0,No,3.82,7.19,4.92,2.56
17.23,72.66,Science,3.5,0,No,19.34,2.16,5.92,2.18
15.48,90.02,Science,3.34,1,Yes,6.86,4.77,8.91,2.44
10.88,70.07,Arts,3.16,2,No,3.86,7.8,8.68,2.28
35.82,53.96,Science,3.85,2,No,16.27,0.11,6.16,2.4
15.02,67.45,Engineering,2.45,0,Yes,14.46,7.66,,2.17
30.16,53.27,Engineering,3.66,2,No,0.18,8.01,9.05,2.74
31.89,60.38,Business,3.53,3,Yes,11.6,10.91,8.22,3.01
36.4,88.01,Engineering,2.09,1,No,11.8,2.98,5.68,2.51
1.99,62.02,Arts,3.62,1,Yes,6.91,11.55,,2.34
25.48,55,Engineering,2.59,4,Yes,8.85,14.92,7.15,2.83
4.53,,Arts,3.94,4,No,7.34,1.7,7.63,1.88
9.28,78.67,Business,3.96,1,Yes,7.97,12.82,4.41,2.86
30.39,62.76,,2.71,3,No,2.11,3.29,6.85,2.28
29.91,88.56,Science,2.23,2,No,10.92,4.39,8.03,2.48
26.54,99.61,Engineering,2.91,0,Yes,11.61,6.78,8.98,2.84
11.15,82.43,Engineering,3.2,2,No,0.46,3.25,7.75,2.12
10.84,84.16,Engineering,3.53,3,Yes,5.8,12.6,7.47,2.84
39.37,58.02,Engineering,3.68,2,No,7.55,10.06,8.35,3.16
31.9,91.45,Business,3.05,2,Yes,8.54,5.9,7.52,2.87
36.62,52.77,Science,3.57,2,Yes,3.48,8.61,6.56,2.91
9.82,95.71,Business,2.41,0,No,12.99,8.96,6.03,2.4
16.01,,Arts,2.21,4,Yes,3.9,,4.71,2.36
11.67,62.86,Engineering,2.7,1,Yes,9.29,13.38,8.57,2.49
38.65,55.27,Business,3.99,3,Yes,6.69,12.01,7.14,3.32
22.53,77.18,Engineering,3.79,2,No,1.15,11.7,9.5,3.06
21.01,,Business,3,4,No,7.18,13.95,8.69,2.73
31.88,74.48,Science,2.63,2,Yes,4.68,4.75,9.2,2.52
15.05,90.7,Science,3.91,1,No,16.07,10.29,4.27,2.95
31.28,87.91,Business,2.34,0,No,9.15,8.9,4.76,2.84
31.01,54.97,Engineering,2.4,1,No,16.55,4.54,6.76,2.23
23.55,74.16,Business,2.3,3,Yes,16.88,2.43,4.84,2.07
6.35,93.73,Business,2.4,2,Yes,11.17,8.85,,2.29
8.04,84.9,Business,2.23,1,Yes,12.83,7.46,4.89,2.1
10.46,52.96,Engineering,3,2,No,17.28,13.88,4.91,2.47
37.43,59.64,Science,3.24,2,No,7.12,7.64,6.31,2.85
9.11,96.23,Science,3.05,0,No,3.96,8.32,6.15,2.51
32.73,83.21,Science,2.02,1,No,19.51,10.1,7.11,2.83
2.65,89.01,Engineering,3.59,0,Yes,11.95,6.02,6.12,2.26
14.35,77.48,Arts,2.23,3,No,13.07,5.94,5.15,2.09
19.46,55.44,Science,2.01,1,No,13.49,7.29,9.03,2.03
11.73,74.28,Engineering,3.56,1,No,5.99,12.68,4.38,2.77
1.56,76.46,Engineering,2.35,2,Yes,9.09,14.9,7.42,2.38
12.61,72.27,Business,2.78,0,Yes,18.05,0.68,,1.78
23.31,98.95,Business,3.16,0,Yes,9.03,5.33,8.94,2.72
24.18,64.4,Engineering,3.44,1,Yes,18.05,8.2,8.22,2.66
19.09,62.71,,2.45,3,Yes,6.13,3.31,4.08,1.94
38.98,72.37,Science,2.18,4,Yes,5.76,13.53,5.8,3.15
37.73,75.99,Arts,2.6,3,No,3.63,10.9,6.65,3.08
33.9,66.01,Science,3.58,0,No,4.89,8.49,9.06,2.97
16.59,99.47,Business,2.69,0,No,11.5,6,4.95,2.48
36.85,55.78,Engineering,2.36,0,No,17.22,7.05,4.69,2.54
7.72,99.07,Arts,3.8,2,No,6.92,6.53,6.56,2.57
24.16,95.83,Business,2.94,4,Yes,18.31,10.65,6.59,3.01
31.26,96.65,Arts,2.82,1,No,8.99,0.39,8.2,2.48
14.97,69.16,Arts,3.72,1,No,3.64,5.74,7.35,2.38
13.93,80.34,Business,3.6,1,Yes,1.05,8.77,,2.64
17.39,79.08,Arts,3,2,No,11.95,3.6,5.74,2.22
27.41,80.17,Engineering,3.22,2,Yes,2.97,12.83,7.41,3.15
3.48,52.99,Arts,2.57,4,No,10.71,9.5,5.3,1.89
14.59,90.68,Science,2.5,4,No,0.78,6.88,,2.36
33.4,68.36,Arts,2.42,1,Yes,17.7,14.39,8.49,3.08
39.88,95.8,Arts,3.03,1,Yes,5.38,13.02,8.45,3.58
25.59,59.26,Engineering,3.83,1,Yes,13.79,9.22,8.97,2.8
5.66,78.9,Arts,2.14,4,No,12.27,9.59,5.52,2.1
9.95,79.93,Engineering,3.91,0,No,15.25,0.39,,2.05
30.75,51.37,Science,3.53,0,Yes,0.31,14.61,7.74,3.14
27.78,59.54,Arts,3.57,3,Yes,1.72,7.14,,2.66
19.18,74.09,Engineering,3.36,1,Yes,16.59,10.64,7.69,2.77
33.77,79.83,Engineering,2.36,2,Yes,5.52,2.14,,2.38
15.92,54.39,Business,3.93,4,Yes,1.73,0.02,7.18,1.93
4.8,65.47,Arts,2.68,4,No,3.66,12.04,9.53,2.25
1.31,77.07,Arts,3.54,4,No,7.64,9.19,4.3,2.3
13.29,83.94,Engineering,3.5,2,No,1,9.61,6.15,2.69
29.13,91.81,,3.87,1,Yes,14.62,11.12,4.94,3.36
24.79,88.01,Science,3.49,1,Yes,13.29,8.84,5.55,2.96
39.63,89.1,Science,2.68,1,No,18.29,13.82,6.74,3.47
35.05,64.02,Science,2.04,1,No,3.27,1.66,9.83,2.14
9.49,66.14,Arts,2.47,3,No,3.6,1.19,7.49,1.6
22.85,81.43,Arts,3.32,3,No,8.63,7.61,7.65,2.72
31.52,58.68,Engineering,2.41,3,Yes,2.84,0.38,9,2
24.4,95.45,,3.06,3,Yes,16.13,6.68,10,2.77
12.97,86.24,Business,3.41,4,Yes,4.19,7.86,6.94,2.56
6.46,52.89,Science,2.41,1,Yes,2.45,12.6,4.75,2.13
26.73,87.54,,2.97,0,Yes,2.54,8.71,7.32,2.87
22.31,76.14,Business,3.18,1,Yes,6.18,14.56,4.31,3.08
29.22,96.96,Science,3.95,4,No,19.72,0.66,7.92,2.73
20.24,75.22,Science,2.33,3,No,5.93,6.35,4.38,2.26
33.05,78.8,Science,3.44,0,No,10.93,3,6.18,2.67
17.53,,Science,2.21,1,No,6.27,2.74,4.05,2.09
8.44,,Engineering,2.21,0,Yes,6.64,2.09,4.25,1.86
20.71,94.57,Arts,2.41,3,No,11.55,8.04,5.06,2.6
23.25,78.22,Business,3.31,0,No,0.87,14.18,9.66,3.14
3.2,81.33,Business,3.61,4,No,5.79,2.43,6.13,1.96
10.01,50.07,Business,3.17,0,No,10.6,11.64,7.5,2.32
23.5,78.59,Arts,3.66,2,Yes,8.52,4.09,6.48,2.56
14.82,59.27,Engineering,2.77,2,No,18.13,11.11,5.59,2.4
24.63,79.07,Business,3.22,1,No,5.41,2.24,4.95,2.36
17.04,,Arts,2.63,3,Yes,6.31,1.57,8.54,2.18
16.46,67.29,Arts,2.13,1,Yes,10.19,0.53,8.26,1.65
0.6,86.38,Arts,2.98,1,Yes,10.75,4.66,5.08,1.93
35.67,74.07,Science,3.96,0,Yes,10.42,1.53,4.71,2.72
24.43,,Arts,3.06,0,No,11.25,5.59,5.59,2.59
18.3,91.91,Arts,2.97,2,No,19.24,2.98,7.64,2.32
18.11,85.78,Engineering,2.9,4,No,11.5,12.17,5.8,2.85
31.77,64.1,Business,3.35,4,No,15.04,10.3,4.75,2.96
16.88,,Arts,2.82,1,Yes,16.79,10.18,9.18,2.73
29.48,98.93,,3.84,3,Yes,19.97,0.3,9.12,2.71
33.22,95.56,Business,2.34,1,No,17.61,7.67,9.57,2.88
28.75,79.84,Arts,2.68,3,No,8.01,0.64,,2.23
23.38,94.17,Engineering,2.07,4,Yes,16.74,11.02,6.37,2.78
10.49,57.89,Business,3.75,0,No,16.06,0.39,8.88,1.8
32.02,59.82,Science,3.52,0,No,5.83,7.16,8.62,2.76
22.73,62.86,Business,2.19,0,No,9.03,7.09,9.22,2.22
14.99,88.58,Business,3.12,0,Yes,17.31,5.87,4.85,2.43
3.23,62.05,,3.24,1,Yes,2.69,8.53,8.37,2.08
0.51,86.02,Science,3.12,0,No,18.29,8.1,6.29,2.19
33.56,91.84,Arts,2.2,1,No,4.5,2.91,7.08,2.5
7.19,60.09,Business,3.08,0,Yes,10.47,1.7,4.23,1.66
17.51,77.46,Arts,2.43,0,No,6.8,1.4,7.41,1.91
19.77,91.9,Science,3.51,3,Yes,5.65,5.46,8.02,2.65
28.02,,Science,2.31,3,Yes,13.69,11.51,4.29,2.58
18.16,79.68,Business,2.06,4,No,15.9,7.06,9.02,2.24
25.68,59.71,Business,3.68,3,Yes,2.2,8.34,6.15,2.72
5.67,94.4,Arts,2.68,0,Yes,8.3,10.97,,2.49
22.48,93.92,Science,3.31,4,Yes,11.08,7.89,4.09,2.85
10.71,80.29,Arts,2.91,1,Yes,11.62,1.29,5.36,1.88
36.78,68.12,Science,2.06,2,Yes,7.92,11.47,8.14,2.88
31.44,88.93,Engineering,3.15,1,No,8.29,5.49,5.34,2.83
28.82,64,Science,2.42,2,Yes,1.91,9.97,6.58,2.63
2.2,90.86,Science,2.31,0,No,5.01,8.04,6.62,2.08
26.5,60.02,Engineering,2.89,3,Yes,5.75,9.21,9.56,2.6
17.16,,Business,2.33,2,Yes,8.62,6.21,5.16,1.99
0.83,84.4,Business,2.36,4,No,14.01,6.3,9.3,1.87
28.16,85.83,Science,2.78,4,Yes,8.9,13.36,,3.15
26.23,64.85,,2.2,2,Yes,16.44,2,7.74,1.99
7.13,61.85,Science,2.34,4,Yes,5.72,5.29,8.98,1.73
37.38,96.37,Engineering,2.61,0,No,13.93,11.4,8.01,3.31
8.58,52.72,Engineering,2.98,1,No,6.53,12.53,8.82,2.32
26.24,79.58,Science,2.72,3,Yes,18.36,9.77,8.06,2.78
24.55,90.15,Arts,3.14,4,Yes,5.86,4.99,8.66,2.63
6.68,97.86,Arts,2.2,2,Yes,1.19,13.7,6.54,2.61
24.84,87.12,Business,2.15,3,No,19.58,11.36,9.07,2.79
33.58,,Engineering,2.17,0,Yes,18,10.64,5.99,3
34.28,96.34,Arts,2.09,0,Yes,8.03,8.87,9.38,2.93
28,72.21,Arts,2.75,2,Yes,17.78,7.11,8.94,2.58
36.22,53.34,Arts,2.47,1,Yes,16.57,11.87,6.6,2.85
19.59,62.32,Business,2.94,4,No,4.62,7.18,6.61,2.33
6.71,99.77,Engineering,2.64,1,Yes,3.35,8.81,6.37,2.41
11.28,59.39,Engineering,3.76,0,Yes,1.16,6.84,9.59,2.27
6.6,,Engineering,2.38,0,Yes,3.77,4.89,6.19,1.71
11.41,70.18,Arts,2.37,2,No,4.99,7.75,4.05,2.1
28.09,93.68,Arts,2.2,0,No,0.68,2.77,8.17,2.37
32.26,89.71,Science,3.23,0,Yes,8.85,12.33,5.77,3.33
17.11,79.58,Engineering,2.22,1,No,16.87,13.48,7.3,2.68
14.12,75.04,Arts,2.15,0,No,13.04,4.6,6.1,1.95
8.96,84.4,Engineering,3.88,3,Yes,1.58,8.56,8.76,2.61
16.49,,Engineering,2.14,2,Yes,16.89,1.79,,1.65
32.86,79.35,Science,2.64,3,No,18.83,11.3,9.43,3.03
26.2,75.03,Arts,2.81,2,No,14.28,14.58,4.84,3.08
29.28,78.86,Science,3.28,2,No,0.74,14.69,7.83,3.32
17.22,90.28,Science,3.27,4,No,13.53,14.06,9.2,3.09
20.86,,Engineering,2.06,4,Yes,12.1,12.01,7.42,2.66
19.83,95.78,Science,2.29,0,No,17.39,8.14,5.85,2.57
29.23,80.08,Engineering,3.88,2,Yes,9.5,7.41,5.03,3
34.29,,Engineering,2.82,3,No,13.95,7.45,7.55,2.69
38.57,69.77,Science,2.75,3,Yes,5.69,0.21,,2.36
7.77,,Engineering,2.03,0,Yes,7.04,10.38,4.29,2.08
35.53,84.89,Engineering,2.09,3,Yes,4.99,10.52,5.36,2.96
3.38,83.24,Science,2.17,3,No,10.07,0.93,5.95,1.52
37.18,63.7,Business,3.19,4,No,3.6,13,,3.23
19.44,96.36,Arts,2.63,4,Yes,14.62,1.62,8.68,2.22
24.77,,Science,2,3,Yes,18.24,12.14,5.26,2.45
9.07,93.67,Business,2.39,2,Yes,14.94,11.43,6.75,2.52
1.63,70.32,Engineering,3.59,3,Yes,15.42,3.15,8.78,1.85
11.75,97.61,Business,2.55,2,No,5.54,0.09,7.66,1.91
21.7,94.35,Science,3.44,0,No,12.38,9.3,4.47,2.97
22.89,79.48,Arts,2.57,4,Yes,13.44,0.56,,2.05
17,55.18,Engineering,3.11,3,Yes,15.98,5.72,4.91,2.14
8.5,86.01,Arts,2.35,1,No,18.76,9.75,5.42,2.31
23.11,85.81,Arts,2.82,2,Yes,13.49,0.76,4.1,2.19
5.08,,Science,2.5,4,Yes,8.67,4.95,7.09,1.9
29.14,63.01,,2.95,1,No,4.2,13.4,9.64,2.99
36.31,83.14,Engineering,2.96,3,Yes,14.51,12.29,9.76,3.3
3.57,59.3,Arts,3.21,0,No,2.84,6.92,8.75,1.95
22.91,86.73,Business,3.81,4,No,0.13,1.83,6.48,2.51
13.44,79.3,Arts,2.51,0,No,11.74,8.53,6.67,2.33
19.01,50.21,Science,3.39,4,No,9.29,4.79,5.98,2.14
27.06,77.3,Arts,3.04,4,Yes,11.41,10.19,6.16,2.89
34.49,64.02,Business,2.55,3,Yes,11.16,7.56,6.68,2.64
38.77,77.4,Engineering,3.3,1,No,11.54,6.67,8.63,3.01
0.94,,Science,2.55,1,No,10.04,10.38,5.72,2.16
22.4,81.74,Science,3.84,2,Yes,11.97,6.25,9.48,2.75
11.23,53.24,Science,2.93,2,Yes,2.66,9.78,4.55,2.2
20.63,79.77,Business,3.2,0,No,7.23,11.77,9.9,2.9
4.19,52.28,Arts,3.98,3,Yes,15.11,5.24,6.92,1.97
38.82,69.15,Business,2.76,4,No,14.48,12.55,4.04,3.19
30.69,66.73,Science,2.46,4,Yes,10.97,1.93,4.38,2.18
20.27,,Engineering,2.81,1,No,19.64,0.93,6.16,2.1
15.93,90.81,Arts,2.71,3,Yes,9.38,14.51,9.36,2.95
23.38,94.17,Engineering,2.07,4,Yes,16.74,11.02,6.37,2.78
6.51,65.85,Business,3.38,3,No,12.73,6.13,8.24,2.07
35.46,86.33,Arts,2.4,0,Yes,1.4,2.78,6.33,2.54
11.6,66.35,Science,2.99,4,Yes,14.68,11.17,6.96,2.45
32.43,91.28,Science,3.12,3,Yes,14.33,14.6,7.66,3.48
12.41,82.56,Engineering,2.27,0,Yes,19.81,13.55,4.8,2.61
16.29,55.2,Engineering,3.24,1,Yes,0.58,11.59,8.49,2.54
34.74,55.56,Science,3.98,4,No,14.36,0.24,9.83,2.44
16.2,71.56,Science,3.84,0,No,11.76,7.28,7.12,2.57
29.01,77.63,Business,3.84,0,Yes,14.85,3.19,7.38,2.67
35.67,74.07,Science,3.96,0,Yes,10.42,1.53,4.71,2.72
9.82,95.71,Business,2.41,0,No,12.99,8.96,6.03,2.4
37.97,87.4,Arts,3.55,0,No,7.85,8.58,4.67,3.28
0.65,78.05,Engineering,2.79,3,No,18.51,3.52,8.18,1.73
38.07,93.67,Science,3.62,2,Yes,5.23,11.49,7.71,3.56
12.62,73.77,Engineering,2.31,1,Yes,18.13,1.62,7.97,1.74
27.81,95.32,Arts,2.2,0,No,9.03,11.79,5.05,2.98
5.16,92.66,Business,2.89,0,No,18.71,11.12,8.95,2.52
34.87,95.05,,2.8,2,Yes,8.99,12.71,9.06,3.37
8.92,73.62,Arts,3.94,0,Yes,3.3,12.81,6.27,2.8
1.95,77.55,Business,2.43,4,No,1.1,5.8,4.24,1.82
32.37,50.79,Science,3.61,3,Yes,12.51,14.19,5.32,3.17
37.64,56.12,Science,3.19,4,No,3.27,1,7.54,2.37
38.58,72.13,Science,2.49,1,No,16.11,6.11,7.23,2.72
38.48,84.69,Engineering,3.46,4,No,19.29,13.68,7.76,3.59
26.76,59.98,Engineering,2.05,1,No,15.27,10.24,5.47,2.46
33.96,83.76,Science,2.2,4,Yes,1.22,9.12,5.49,2.84
1.43,70.04,Engineering,3.7,3,No,16.76,11.41,8.54,2.42
31.33,76.7,Engineering,3.91,3,No,18.78,,4.18,2.57
20.89,99.91,Business,2.31,0,No,15.54,10.44,9.63,2.79
8.31,79.39,Business,2.01,4,No,18.88,5.26,7.49,1.85
33.86,71.18,Engineering,3.42,3,Yes,8.44,9.31,,3.03
37.59,78.45,Business,2.08,2,No,4.41,7.57,9.62,2.75
35.93,79.79,Science,3,0,Yes,0.58,8.69,9.8,3.03
9.86,83.08,Business,3.61,4,Yes,10.16,6.37,7.43,2.4
7.25,65.25,Arts,3.76,4,Yes,18.76,9.97,4.9,2.44
15,,Science,3.8,1,Yes,11.53,10.74,9.29,3.01
8.53,55.24,Engineering,2.8,0,Yes,10.05,5.15,8.37,1.81
11.49,56.54,Arts,2.83,2,No,7.92,8.56,9.44,2.13
8.66,73.47,Arts,2.34,4,Yes,13.49,3.26,9.4,1.75
16.51,58.9,Science,2.5,4,Yes,4.87,3.12,6.17,1.83
20.01,62.65,Arts,2.79,3,No,11.6,6.42,6.55,2.25
0.21,64.24,Science,3.05,0,Yes,3.01,9.41,4.79,2.04
32.99,84.25,Engineering,2.43,4,No,10.28,11.55,,3.04
21.16,59.84,Business,2.48,3,Yes,1.28,0.62,4,1.79
9.28,71.41,Business,3.63,2,No,3.24,6.15,6.1,2.26
23.5,78.59,Arts,3.66,2,Yes,8.52,4.09,6.48,2.56
39.78,85.64,Business,2.85,1,No,8.87,8.89,5.05,3.16
5.66,78.9,Arts,2.14,4,No,12.27,9.59,5.52,2.1
28.23,59.27,Arts,3.37,1,Yes,0.33,5.37,9.44,2.5
23.62,79.87,Engineering,2.74,0,Yes,2.59,2.26,7.31,2.22
9.11,96.23,Science,3.05,0,No,3.96,8.32,6.15,2.51
2.56,94.39,Business,3.89,1,No,5.71,2.31,6.47,2.13
35.58,61.35,Science,2.28,3,Yes,12.8,7.75,8.09,2.59
33.07,76.86,Business,3.72,1,No,3.05,9.94,8.91,3.19
26.24,79.58,Science,2.72,3,Yes,18.36,9.77,8.06,2.78
8.24,59.57,Arts,2.65,0,Yes,19.23,0.03,10,1.47
23.09,86.91,Engineering,3.6,1,No,16.82,6.48,5.8,2.78
15.28,54.71,Arts,2.69,2,No,16.87,0.08,9.17,1.61
21.7,94.35,Science,3.44,0,No,12.38,9.3,4.47,2.97
5.34,84.43,Science,2.63,3,Yes,6.59,4.24,4.63,1.92
15.23,,Arts,2.92,4,No,6.01,9.03,5.68,2.58
13.33,,Arts,3,0,Yes,3.63,13.26,7.92,2.68
8.9,,Science,2.07,0,Yes,7.57,4.55,5.07,1.96
2.45,72.47,Arts,3.07,4,Yes,10,10.43,5.95,2.25
38.77,77.4,Engineering,3.3,1,No,11.54,6.67,8.63,3.01
15.57,64.76,Arts,2.7,3,Yes,3.53,6.08,6.98,2.12
5.05,68.58,Arts,3.53,2,No,3.8,2.87,8.65,1.89
23.46,67.95,Engineering,2.06,1,No,16.48,14.92,4.3,2.78
22.39,50.36,Science,2.77,0,No,19.94,6.26,8.19,2.17
8.17,,Science,3.5,2,Yes,8.28,9.44,,2.43
23.71,82.14,Engineering,3.67,0,Yes,15.48,13.59,7.91,3.24
27.71,59.79,Science,2.27,1,Yes,4.36,13.93,8.34,2.79
20.8,70.72,Science,2.48,3,Yes,7,9.27,8.84,2.47
31.58,54.56,Arts,2.11,4,No,8.52,0.89,8.94,1.92
18.41,62.71,Arts,2.69,4,No,10.47,13.29,5.04,2.65
4.96,59.64,Arts,3.78,1,No,15.99,5.15,8.42,2.01
30.83,93.07,Engineering,3.08,3,No,9.29,3.27,4.38,2.69
25.72,58.89,Business,3.25,3,Yes,2.85,12.28,9.99,2.86
37.81,,Arts,2.56,3,No,4.58,8.01,4.54,2.86
1.57,55.45,Engineering,2.77,1,Yes,1.77,2.19,6.62,1.43
10.38,88.41,Arts,3.98,3,Yes,2.45,3.63,6.81,2.38
21.31,67.45,Science,2.44,4,Yes,7.37,4.38,5.03,2.11
24.61,95.42,Arts,2.59,3,Yes,10.32,9.28,,2.84
8.96,84.4,Engineering,3.88,3,Yes,1.58,8.56,8.76,2.61
13.07,55.92,Arts,2.87,4,No,9.56,6.41,4.44,2.03
20.69,74.67,Engineering,3.45,3,No,0.12,11.94,4.89,2.92
35.13,59.8,Arts,2.29,1,Yes,3.15,14.6,6.2,3.02
38.66,59.59,Business,3.86,1,Yes,11.9,7.23,6.64,3.01
37.69,51.09,Science,3.87,1,Yes,7.51,9.4,9.21,3.05
7.13,61.85,Science,2.34,4,Yes,5.72,5.29,8.98,1.73
1.36,94.71,Science,3.41,2,No,13.31,0.66,,1.88
39.42,85.45,Science,2.45,1,Yes,0.63,2.4,9.72,2.61
29.41,63.3,Business,2.5,3,No,7.7,9.42,8.86,2.62
8.1,64.54,Science,2.22,1,Yes,3.65,10.88,4.79,2.13
35.9,77.96,Arts,2.09,0,Yes,13.73,4.06,6.41,2.47
19.09,62.71,,2.45,3,Yes,6.13,3.31,4.08,1.94
29.6,70.24,Business,3.85,1,No,6.66,12.24,7.81,3.22
2.75,58.01,Business,2.47,4,No,9.8,12.25,5.87,2.08
37.12,63.19,Engineering,2.79,2,Yes,0.83,4.52,4.66,2.56
24.18,56.62,Engineering,3.29,4,Yes,1.63,11.5,8.46,2.76
16.88,,Arts,2.82,1,Yes,16.79,10.18,9.18,2.73
24.55,90.15,Arts,3.14,4,Yes,5.86,4.99,8.66,2.63
32.62,82.28,Science,2.17,3,Yes,14.87,1.05,4.8,2.25
12.97,86.24,Business,3.41,4,Yes,4.19,7.86,6.94,2.56
18.01,50.41,Arts,2.89,3,Yes,6.16,1.01,6.59,1.74
20.6,,Arts,2.87,4,Yes,19.4,5.9,9.86,2.49
19.69,67.11,Business,3.02,0,No,6.06,1.85,8.39,2.04
24.68,63.27,Arts,2.12,4,No,8.1,0.82,7.66,1.83
4,75.77,Science,3.27,1,No,14.57,1.48,8.57,1.77
13.08,79.78,Science,2.26,2,No,19.68,8.67,,2.27
12.61,72.27,Business,2.78,0,Yes,18.05,0.68,,1.78
14.49,,Science,2.23,1,No,7.36,14.46,4.39,2.61
20.58,82.55,Engineering,3.32,1,No,5.52,11.93,7.84,2.97
39.1,56.6,Business,3.2,3,Yes,10.69,7.52,6.91,2.84
0.45,86.49,Science,3.69,2,Yes,8.04,14.49,8.08,2.76
3.25,,,3.35,4,No,7.53,7.35,4.32,2.31
27.45,57.48,Science,3.34,3,Yes,3.62,13.72,4.49,3.01
27.86,93.13,Science,3.59,1,No,7.7,2.02,7.53,2.66
36.16,88.36,,2.45,0,Yes,4.15,,7.78,2.41
17.21,52.03,Business,2.79,4,No,16.65,5.87,,2.04
5.23,64.71,Business,2.75,2,Yes,9.89,2.92,,1.66
22.68,69.93,Arts,2.5,0,Yes,13.33,13.58,6.45,2.8
24.58,94.93,Business,2.04,3,No,16.07,10.96,6.56,2.8
28.4,88.6,Arts,2.79,3,Yes,2.92,14.8,8.57,3.28
8.62,87.87,Science,2.75,0,No,15.13,13.8,9.55,2.7
37.3,98.35,Engineering,2.81,3,Yes,1.96,3.34,7.24,2.84
